Temperature,Vibration,Power_Usage,Humidity,Machine_Type,Failure_Risk
68.09661322,56.04183115,9.440479663,29.75955746,0,0
61.24381747,55.12031263,11.58074379,29.08424764,1,1
56.17200269,52.96263475,10.68010259,28.21663433,2,0
79.26177548,53.89180538,11.14122599,35.90320456,1,0
89.0941664,47.24407142,11.93636932,26.86343277,1,0
56.01432426,45.90900558,9.337383234,30.22611354,2,0
75.62969237,49.98312771,8.775526531,30.25598951,2,1
63.49357431,49.14907689,7.829698947,27.49107904,0,1
65.12874616,47.73385975,8.34917894,23.13767226,1,0
64.07606076,53.48193724,15.89818885,31.61487252,2,0
61.3600923,54.77652604,12.48935916,29.69498014,2,0
70.48521628,50.44203443,7.297851268,32.50120235,0,1
61.69049884,57.38765041,7.355084087,27.33199847,0,0
72.70456826,44.29155443,10.96373212,36.10410649,2,1
69.49761891,49.0317027,11.09452959,25.61613109,0,1
67.61051953,46.4158884,11.09776767,38.56020142,2,0
60.92436338,40.66731691,9.490088413,21.26181745,1,0
64.23228669,49.58659657,9.74909148,32.17385032,0,0
77.55391226,49.39126246,10.65575905,32.37715341,1,0
75.00917188,57.56724872,10.17178601,26.02221466,1,0
60.22444755,53.15405842,5.561399255,32.12196969,1,1
70.99332305,44.87906588,9.540400739,36.39759335,2,0
77.51387123,59.27046283,8.297187131,18.9159058,1,0
53.30594719,56.10516848,10.35042284,32.51372404,1,0
75.43360192,52.91048852,15.97051801,17.5336459,1,1
63.37376241,48.86757951,10.73496333,25.17167598,2,0
75.70598669,45.20280382,9.372940628,38.14583182,1,0
62.36740843,48.13896612,11.843603,27.09108983,1,0
51.95117899,55.4437431,10.96537577,24.13060018,0,1
53.72457562,59.42293153,10.84018898,29.01031136,2,0
70.48084947,57.71621764,11.21370119,40.33953169,1,0
72.59722502,47.55575289,14.11308713,20.84158876,0,1
60.95683375,44.40191283,7.738223129,24.74345044,2,0
76.38592459,50.70443123,10.94726415,37.48715842,2,0
53.38479938,41.15780317,8.14723774,39.28851172,2,0
69.33920201,51.61583857,11.11102529,29.48284388,2,0
57.889838,49.26198707,8.162626977,23.80473649,2,0
63.48163892,47.66981749,9.165266373,40.47921751,2,1
70.47398671,42.02648466,9.409820172,37.97221196,1,1
61.39586635,52.56800053,11.95163344,33.39473494,1,0
66.15444456,47.3364958,11.83690889,25.93798826,1,0
80.06292809,44.15041582,7.508565247,29.7548533,1,0
64.2310813,35.63868893,10.10986822,29.19819959,0,0
78.35692112,49.86242547,8.580840291,31.65425652,1,0
58.70293145,58.86125798,7.482990179,37.25500719,2,0
75.29804178,58.30629607,9.565965899,34.39708521,1,0
84.41568621,47.71451872,9.383034423,24.61311962,1,0
45.283555,46.9889397,14.85343297,36.88248225,2,0
62.03104745,52.34387128,10.86591965,31.5656607,1,1
75.77072127,45.0080728,7.244764998,33.43532898,1,1
67.96954614,51.5089595,8.870451992,37.3327043,1,0
73.71145873,53.83040139,12.04276659,24.44209875,0,1
63.96014813,56.13466612,14.17688555,29.82087211,1,1
70.86589787,49.49922962,6.828033376,27.34272724,2,0
68.44322765,48.98163125,6.24015123,22.16070287,2,0
81.67782062,45.61008707,13.74193035,31.73354989,1,0
72.54420843,45.86559823,10.77922835,42.55778276,1,0
73.37602662,48.86760554,8.263414536,20.79961128,1,0
65.88123034,51.83682753,11.06925817,29.83859694,2,0
65.12393776,54.56792313,4.728504522,33.20271468,2,0
65.67441812,45.98410525,10.00675101,30.61539101,0,0
73.94452142,57.46344284,10.65564235,29.43435974,0,1
65.79015519,48.64438199,11.84854028,23.50391818,0,0
72.89774857,49.89316353,7.972208095,31.16393371,2,0
90.75400799,46.2639416,10.17137432,26.21618011,0,0
78.71124703,37.8787987,8.149150748,19.05039148,1,0
66.73976468,54.42022698,10.51076751,35.9729611,1,0
82.01213922,53.68421949,8.209307355,34.7919291,2,0
65.91924627,48.59336221,9.183798322,30.25830488,0,1
49.61875465,50.33495359,8.00836921,31.14537344,1,0
59.91913689,52.57969609,11.30227248,35.37159006,2,0
51.29208079,42.18727072,11.71690223,31.12169828,0,1
66.48486516,47.35473661,9.53075886,34.52008777,1,0
70.18418379,53.9713234,10.07647599,28.512589,0,1
86.76437312,43.72855288,7.102817171,36.55991869,2,1
73.26927374,51.46778966,9.400646704,31.60392863,0,0
67.80899471,43.21709098,9.899590766,30.97025972,2,0
78.29405581,52.33214991,15.24158618,23.64969456,0,0
47.88864691,49.82179259,7.776065948,31.43477927,1,0
72.35614558,41.92434092,12.92835448,25.84022541,2,0
77.70865194,55.82369677,11.99371755,26.80858637,2,0
55.21413754,46.32704212,10.56127281,25.92312186,2,0
81.43754043,45.94873781,13.51724097,24.66882534,0,0
73.38496407,51.00284599,10.74421095,40.62385702,0,0
65.84712086,55.74318675,10.77831839,36.65669531,1,1
76.32781866,44.92089091,9.893758694,39.60183751,2,1
92.70692858,50.30839925,12.44713776,23.8855249,2,1
71.81866255,52.1440825,12.19293847,30.35626875,0,1
72.48220586,53.46552804,8.748645425,23.53246187,0,1
65.406391,50.88220778,7.361505611,26.52152561,1,0
61.50155631,48.1648608,9.594038725,25.40936508,1,0
78.30335817,45.8620489,8.399922871,36.19792003,0,0
61.43916174,50.43071942,9.872950851,28.01885161,2,0
70.71566237,44.63930494,12.47487627,35.34189667,1,1
65.22342553,35.39324758,9.08539669,33.02060445,0,1
74.78979826,52.18279902,9.914353237,41.51819376,0,0
73.33662105,54.51967421,10.11604547,22.60277888,2,0
80.37539944,38.18533782,11.69686176,36.2961662,0,1
64.89983601,44.95134648,5.506221332,35.73220435,0,0
67.30125065,53.09577131,8.78659941,25.13310581,1,0
60.21236284,60.28747735,10.42256738,35.03566668,0,1
65.5570674,50.10396854,12.40015791,31.68072482,0,0
73.77300493,46.35998529,9.016195105,28.8626187,1,0
77.56988617,49.08551779,6.246894588,25.88032257,2,0
60.77834676,56.8743821,11.23942289,26.40445274,2,0
78.6960592,46.7701791,8.729275222,40.24906048,1,1
83.55637859,46.00403997,7.620666682,30.00341409,1,0
74.13434903,47.58628239,8.751309221,33.91065001,2,1
88.76795813,45.23335696,9.630949285,26.04550309,2,0
62.26210801,50.61335158,8.790510671,26.10073527,2,0
57.55345297,58.12339229,5.588867886,35.40992405,2,1
52.21279751,51.61539637,11.79413239,23.25211894,2,0
84.96044311,48.73823249,12.54975008,27.92393116,1,0
76.54365656,48.54094366,11.30304398,30.17013706,0,0
69.44415329,42.18404596,7.724628659,30.55686301,2,0
72.79968626,54.41554889,9.597016932,29.10453357,2,0
58.74510953,49.61081401,9.98695737,31.97909891,0,1
94.4575198,49.09760043,11.19758878,33.46427878,0,0
71.29221182,65.96553784,11.33668098,33.67318773,0,0
71.09394795,51.49376454,8.531652402,25.07098096,0,1
77.25766624,46.24104475,10.16399111,28.57922451,0,1
74.81009232,47.86821202,10.91456081,35.97381431,0,0
72.23884024,55.74222855,12.91164464,34.47323594,1,0
62.09525545,50.56635205,11.40901308,23.13570274,0,0
74.71468357,42.80861011,11.57811337,31.7573995,0,0
88.82024496,54.59614467,10.16765326,20.10887375,1,1
83.45420046,46.65927957,12.82091829,30.23467451,0,1
85.93186627,59.36648888,10.81952559,39.48883508,2,0
64.88784324,55.40024033,8.27782418,25.26053641,2,0
60.1039518,47.76339052,12.80673994,25.82838477,0,1
68.7421308,56.40508181,11.39580655,33.82014891,1,0
70.55724912,50.33927755,9.113911958,22.28599242,2,0
80.94191518,54.26386838,9.041014065,26.83622485,1,1
53.0753537,52.42366409,10.59315109,32.98220569,2,0
85.29550319,45.76821673,10.92636959,26.82857076,0,0
68.41992101,46.78225084,10.39458453,28.82015006,1,0
65.7311893,55.14980409,10.62261735,33.72092855,1,1
59.87895625,48.32612334,13.39991475,32.10773042,1,0
53.45143328,47.98175768,12.1430863,31.33409198,2,1
78.23170584,45.2243871,10.38127118,28.3043886,2,1
70.73317967,52.11799533,11.88262116,31.85030558,2,0
57.100391,60.3126246,7.934952193,29.3813366,0,0
57.04921228,44.66233543,10.7958541,32.28902805,2,1
66.64215301,50.12109728,13.6186127,27.51533987,0,0
86.69021525,57.06110278,9.563908209,29.08715513,1,0
67.40408649,49.60179304,8.304732143,25.05021104,1,0
54.96857047,52.26185898,8.695822223,29.82496195,0,1
67.54256936,44.68803236,7.820733925,25.94499568,2,0
67.2727643,52.14153549,8.430476184,24.42976775,0,0
43.03113357,49.06427867,9.258983803,31.29330574,1,0
69.45705133,54.92864998,7.188865962,31.06369888,1,0
67.6906547,55.93693026,10.03123667,33.91436867,0,0
76.96206365,62.94781821,11.80455435,27.84437215,2,0
88.48956095,52.89816587,8.18448764,32.04026423,2,0
81.2656503,51.62898158,13.03856785,32.75398786,0,0
67.31111309,50.97192151,11.02158418,32.22386904,0,0
58.93474091,48.23416854,12.06116117,25.87173159,2,0
95.73359803,51.69241922,8.684330892,30.74681741,1,0
70.59218434,48.52299295,11.70905045,31.82070148,0,0
70.13929292,50.84230488,7.816132199,30.03589233,2,0
69.75874913,56.58798768,11.780495,19.56761171,2,0
71.98084761,44.96728717,10.34367868,30.80244812,1,0
68.55639588,55.69939281,11.10650244,41.0626552,1,0
64.26337993,56.58557534,7.648810789,28.19980366,1,1
64.53141059,49.40965737,8.209860315,26.35961451,1,0
69.6724673,39.3907255,11.19445644,31.8667428,1,0
64.56575229,46.96089006,8.103303992,31.56189105,0,0
62.87154217,56.48497273,10.92641258,35.96367583,2,0
71.06430228,49.88565969,7.265724387,23.71065922,0,0
67.45022783,45.00348884,11.69634843,33.65690126,0,1
85.03992989,47.47612539,7.53495337,32.95211031,0,1
43.49030192,54.20310013,11.10459988,29.28926732,0,1
80.91506852,52.73366784,11.25126187,31.69343659,0,1
82.46085192,48.8053395,8.606456363,35.14728741,1,0
49.26609768,48.16587794,11.16405313,34.3615769,1,1
66.57312406,48.04120925,10.52088453,24.28490344,2,0
66.28559134,45.38794908,8.922316288,34.10079093,0,0
55.92488305,58.07687845,7.982890632,29.67655697,2,0
62.22183312,48.38839765,6.074748617,30.36437049,1,0
58.89424155,56.0857926,10.69930009,30.36598496,1,0
87.52270443,57.60658026,6.870394457,29.24878506,1,0
79.35678393,54.99155449,10.1906884,35.95853749,0,0
82.71555095,47.84189844,9.473103568,29.5814102,0,0
77.21672064,52.01865045,11.35828555,24.40226936,1,1
58.70948229,49.87902197,9.395909001,28.03235072,2,0
64.75479734,45.4814907,9.341104427,30.89347358,2,0
74.89374561,51.62179641,11.46374141,36.14607392,1,0
57.77872191,44.10480104,10.67011606,33.01547342,2,0
77.1299843,55.93839694,10.63231191,25.74732361,1,1
67.59674602,47.67691351,10.93853518,42.42594958,2,1
66.25179192,51.00579828,6.928855754,31.32387655,1,0
77.10959968,51.41643936,11.51357736,36.37695369,2,0
74.44263311,48.70547513,11.22493759,29.24142783,0,1
66.39033834,52.93346901,7.966633743,32.66679622,1,0
81.59329803,47.62548172,9.511839053,34.19734252,1,1
59.18936672,54.35648649,9.921385425,36.09097356,2,0
76.15935607,43.2701016,9.731006431,35.28684153,1,1
75.93101258,50.6318979,10.66771993,34.360985,1,0
66.90453561,59.694645,12.86273356,28.42456634,1,0
73.26133022,44.99834338,12.16353346,27.14126979,0,0
57.48886424,46.61127515,7.375561613,31.66303755,0,0
79.24027019,52.56953925,11.24413998,34.66564036,2,0
68.15097864,50.89790891,12.65786664,28.8863965,0,0
64.77276979,51.7531505,10.77361704,35.32585983,2,1
80.49009226,52.44593565,12.18196085,37.26308373,0,0
62.95656309,53.17360734,14.02454089,25.4183954,2,0
55.91538704,55.54849921,12.04741909,25.81539648,0,0
54.43370826,52.04909328,10.49861719,29.29812471,0,0
76.06009951,48.79371173,12.09017695,31.53806334,2,0
57.19570648,53.36286851,10.28977567,27.37716493,1,0
87.54794182,59.49940967,10.04780609,36.76101339,1,0
49.18070592,49.33683127,9.297171529,32.12033431,0,0
86.96456368,45.12735348,13.12682672,30.19723524,2,0
72.11017467,55.53540335,8.363142668,22.82045238,1,1
69.03286888,49.39809418,13.06473545,23.42092092,2,1
64.55080913,39.13665227,10.99972825,31.40504625,1,0
73.99136114,54.23710839,7.20138765,19.33702187,2,1
69.62365298,47.32335907,10.73529859,35.06318705,0,0
81.03301882,49.54733359,5.799946985,29.20923078,2,0
71.14227649,51.65990165,11.25101603,46.21546485,1,0
71.50301761,50.9524984,11.77046297,41.53958125,0,0
66.36387788,53.54725909,8.815288089,29.09275465,2,0
69.43054376,47.82256815,10.24709539,29.46831499,1,0
73.07801769,52.56552899,13.90831487,34.97790757,0,1
52.89831607,48.70226661,8.988506591,38.51586305,2,0
56.51814578,53.6940524,7.882184826,21.80985471,1,1
77.43264094,53.07683742,12.9633268,21.06812267,2,1
71.70865438,45.32280649,13.92517438,26.88982597,2,0
68.16016664,55.42991058,10.00739134,32.91368792,0,0
70.18433933,47.32018277,12.02292607,32.48436795,0,0
73.47581705,54.04028899,12.68295183,35.34885727,1,0
64.6024032,51.83643657,8.515031535,24.00151236,0,0
62.21695275,59.19091838,9.029388329,18.41928069,1,1
71.95845255,48.88267009,12.46174903,34.29007098,2,0
60.21627222,48.25341602,13.37002856,25.85901864,2,0
74.08252756,49.90290197,11.12576172,19.90756068,1,1
52.97416396,48.48410109,8.240371293,30.72531873,2,0
80.29155637,53.99970951,13.97412222,33.96587844,0,1
74.72597482,41.91844696,8.938058204,29.38971434,2,1
72.56029734,44.7315879,9.329724438,27.71075807,0,0
79.82690984,44.66098539,10.68467567,29.20318884,1,0
86.65474444,54.75153796,13.10832084,28.14708619,1,1
80.14370065,58.55306686,11.70795195,23.25976444,2,1
51.59125769,49.47775391,10.829731,26.42659662,2,1
57.20423033,49.15589138,10.92657706,32.60639953,0,0
63.75181422,50.35026082,10.08702934,31.60839271,0,0
70.2609105,55.80939151,11.11627903,30.84029903,2,0
75.1765902,45.36323433,4.940879845,25.02425759,2,0
62.74256187,51.19184491,9.406785082,29.09248419,1,1
71.86766764,54.87598815,10.48264387,19.11467477,1,0
62.44617068,52.50547085,7.697971833,30.89238332,1,0
63.88482197,50.94790808,10.77264664,37.14428854,2,1
55.93338903,55.00523046,9.591057558,22.62933934,2,1
60.76766754,36.48383854,13.5109514,27.07036163,2,0
56.48315394,53.3893766,13.14603945,31.64553389,1,0
60.24126747,46.72962158,9.068388862,36.26421317,2,0
80.53641797,40.84683552,9.698324577,27.75887692,0,0
60.50601111,52.556013,9.852104869,26.53874835,2,0
96.32382065,56.86829273,9.096681048,20.15538429,2,0
74.93317901,49.31275743,10.39004997,30.51719065,2,1
71.84836124,54.76437274,8.483435862,40.2103802,2,0
61.4164222,58.06139129,7.73876933,31.38679231,2,0
77.00309879,56.57457227,11.24542245,29.8886051,0,1
64.24362174,58.19982265,11.25905917,31.61041155,0,0
71.22009815,53.71063746,8.391368481,29.94453998,2,1
95.60084538,50.37716819,11.79071086,25.93492814,1,0
69.039401,41.99017094,8.736844542,34.11639958,2,0
81.49273326,48.76968756,10.50633048,31.12880762,2,0
62.96823575,45.78376702,11.64068803,30.08806626,2,0
69.6501151,60.85471359,9.932774871,25.12316986,1,0
87.70800636,49.12057094,10.90948182,36.51753966,1,0
63.73032942,50.61602403,8.967140712,33.32351373,1,1
88.12448558,52.75742688,9.607066833,27.23539581,0,0
77.07751935,50.21801223,9.588281138,35.00912427,1,0
64.37533224,58.4752552,8.506843307,27.51214581,0,0
76.32407739,46.88675319,9.646451674,26.08998254,0,0
79.7255445,50.97303728,6.902763402,26.20148441,1,0
76.21809962,46.28764707,9.017692506,21.14465723,1,1
54.2977528,43.39988744,9.430249013,32.3577119,1,1
62.72862824,46.94115455,9.487640495,20.84427561,0,0
67.52481364,49.81481601,9.517005108,23.85778084,2,0
69.25566571,47.85348888,9.8764716,19.62205995,1,0
76.20672098,46.5378951,10.95888304,29.56965154,1,1
71.77701001,42.96841268,11.74903415,29.2483977,1,0
56.64655641,49.58447214,8.700469546,28.36651893,0,0
73.80197851,42.47639813,7.593598289,24.78711153,0,1
76.10585745,53.80027982,7.915911176,24.13883123,2,1
75.59790448,50.41219876,9.025594158,32.32184932,1,0
80.80780726,42.7122425,9.296157364,27.24724034,0,0
78.33922155,48.45395461,8.460007868,31.58179161,2,1
74.59180079,46.23921797,7.407766672,25.57375657,1,0
69.29834289,51.59587255,9.087758345,30.90531371,0,0
53.39039066,56.70225223,10.36285324,36.51639019,1,0
74.29618219,40.62413765,11.19005893,32.930829,1,1
72.07687687,50.5751304,8.885153894,27.93793091,0,0
72.71578837,49.19933602,9.174004356,31.28599485,0,1
57.23251424,53.35670038,8.146603382,28.79667413,0,0
59.1894346,51.06598314,9.937121659,30.03940092,1,0
80.53152853,46.24015334,8.303142732,28.37194474,1,1
69.60444846,48.40473032,11.14625563,29.17832397,2,0
76.81500697,46.01987072,6.428267016,31.06046677,1,0
70.28318376,55.38003569,9.280740655,25.0332065,0,1
70.29756139,50.10655824,10.60221468,24.92060587,1,1
79.38283806,59.50595343,10.36766903,23.05728723,2,1
64.83955272,49.69669593,15.38606733,21.99864448,2,0
70.96120777,46.45796617,10.69960005,23.91358654,0,0
65.37724711,42.43142804,7.991890806,30.79731253,0,1
65.65503773,40.98430162,9.809071506,25.53606242,2,0
66.90827877,42.07932028,6.447507333,32.56807232,2,1
72.22133772,51.33563326,9.838800501,30.17356874,2,1
65.21251378,52.54362512,8.333887886,20.15747893,0,0
82.55756126,42.09404649,11.83078055,33.27487792,2,0
61.05392698,54.47519157,8.900919451,34.05399323,2,0
68.13128356,47.58469474,9.766468168,25.03068663,0,0
65.60268942,50.73396506,8.728884317,32.10095771,1,0
84.46977884,58.06110314,13.4777027,25.71750881,1,0
71.96554777,54.48419658,9.357514468,30.48835188,2,0
80.31844539,48.65734676,13.66511409,23.67750797,1,0
55.14439627,45.54403887,11.62830352,21.03446774,1,0
72.67050266,39.24092299,10.96413345,28.08591405,1,0
78.89630796,46.4042334,10.73746629,29.38135527,1,1
70.82283989,48.94434881,10.7875946,28.01160153,2,1
80.65480375,45.06410236,6.144654841,24.07984721,1,0
64.8271155,49.34371516,9.442233212,28.00050469,1,1
84.0934744,50.38425941,11.69031594,31.34647376,0,0
92.98898124,48.87572009,9.902205633,29.77553485,2,0
66.3716144,46.7499871,7.189620306,30.91250515,0,0
65.54497479,50.84327336,9.895191099,26.649424,0,0
84.53384477,52.20970325,13.40821103,35.85858957,2,1
85.79572146,44.54800461,12.49378343,24.11913332,1,1
64.77139973,57.0546619,9.875991981,32.43780149,0,1
65.79813183,49.50705934,11.90289855,35.90945546,2,0
67.18215391,50.09424811,9.266985959,32.40454046,1,0
56.55549489,53.54107212,6.592256826,28.98737886,2,1
60.81348054,51.16608066,8.151068024,27.35851477,0,1
59.95859233,54.76568317,13.12577754,35.18043826,1,1
62.32202435,51.43562083,9.452013836,22.88512537,1,0
69.65315113,46.93781313,9.513232041,25.1493787,2,0
72.34214733,51.80751763,9.400323607,28.01221117,1,1
85.50500493,44.28136896,13.80827318,36.18826879,0,0
60.01645959,50.54279853,13.25191783,31.89883818,0,0
79.84322398,49.83385005,14.43756047,25.15977121,0,0
67.86011156,48.95941571,9.681909579,28.44846147,2,1
69.5053629,49.35731244,10.59124898,26.92838428,1,0
76.74819492,40.59075477,6.966714901,26.45105504,1,0
58.77277978,47.25637546,12.95386885,34.89444779,1,0
73.82409746,50.46422451,7.664440897,23.14128435,0,0
71.66452208,50.79928196,10.43355113,38.04390428,1,0
74.92451264,44.8616243,7.805394945,34.14114845,0,0
72.89168644,56.3285392,8.822266347,35.45430835,1,1
94.5530014,45.66912576,8.325475138,27.68530244,0,1
63.62260016,54.847286,8.784249479,29.2502964,1,0
64.69003045,52.13597181,8.921754594,22.83424093,2,1
63.76859474,46.76886345,8.90346241,27.37668796,2,0
64.44522881,58.87655446,11.66666782,32.46827424,0,0
63.62612873,44.03181584,7.790274414,36.48031531,0,0
81.89016531,54.59577087,10.44108285,24.46421592,1,0
84.20504248,55.00291159,12.4359183,28.17247032,1,0
64.29253706,46.64689895,8.973607271,29.2435039,2,0
61.67644427,56.9623265,8.564162219,23.02105399,1,1
74.71415556,48.74976743,9.53895075,32.95674621,0,0
64.47776956,51.44346815,12.35945042,26.38004834,0,0
76.32931818,51.30160919,10.38821526,29.02304824,0,0
72.02923021,49.32845629,8.937571411,27.74025314,0,0
54.84255885,54.05404137,10.9677533,26.05330747,0,0
85.47505201,53.9674436,7.7954157,29.96477507,2,0
87.95877673,41.25734013,11.36271902,28.92195211,2,1
63.8721131,56.52170121,10.81721462,28.14071059,0,0
66.1229844,41.68754006,9.384383058,26.35769189,1,0
72.85865391,55.16273102,8.322828403,31.59762335,0,0
73.3445679,55.63352568,8.226638155,38.26808634,2,0
76.58544273,44.54516785,11.06963467,30.69943616,0,0
90.10204539,47.94592856,12.457961,34.98059107,2,1
68.23052773,44.47147666,8.725384506,23.04889037,2,0
62.01702755,48.92539485,10.91677341,30.7888072,0,1
56.20680772,48.45982858,5.825945963,24.51315841,0,0
62.6906996,53.89830266,8.830764539,22.61537536,1,0
69.66873027,56.55154373,9.937882134,26.30314296,2,1
87.94557864,56.97841905,8.180633166,35.95949667,1,1
64.82388701,47.18915987,8.12698725,34.75007914,0,0
72.23787952,48.95389063,8.664440887,31.21502361,2,0
69.83577104,41.58280904,10.58438546,22.3364972,1,0
81.88393273,45.97064967,9.625341963,29.01859674,1,1
95.26932426,54.82425817,5.523537533,31.50850004,1,0
64.69131227,58.07791412,5.758599695,30.87768115,0,0
65.10560557,43.82825564,8.786269644,20.78103208,0,0
80.44160877,47.0376787,10.91537317,25.54841076,0,1
76.8189149,49.86797122,4.504990315,29.67961118,2,1
88.46707326,51.40080579,9.000539648,32.68145455,0,1
75.83928185,45.9519824,8.947504287,19.01936089,2,0
66.40707909,52.12030522,12.77667556,29.18938012,1,0
75.90654831,47.63080326,9.229956377,30.71524385,1,1
81.08703581,49.92773865,10.76597797,34.24805994,0,0
78.20482181,52.73142124,10.28251428,33.46428792,1,0
75.07274031,50.03211135,5.73886704,32.91285659,0,1
80.6667469,47.81807055,11.53641443,26.00029747,2,0
81.6929559,49.45195098,10.43079301,20.45998931,1,0
83.82158991,49.5581852,11.01653728,28.03473621,0,1
76.48709888,48.14994485,17.85247541,35.00815913,1,0
68.3288192,48.70601969,5.831774121,36.96727264,1,0
71.46713686,57.99323585,13.4493933,33.55274551,0,0
82.06508967,52.80459724,9.425104961,32.14670411,1,0
61.83064329,48.52259841,10.57465781,31.89819824,1,1
73.68673309,53.48477202,9.908975509,27.21940627,1,0
66.06661188,48.33090255,9.151527333,29.34969853,1,1
70.28744823,55.86562319,8.860334144,38.34534763,2,1
82.78451863,51.84821096,10.65901747,25.28720997,1,0
71.91099068,49.46348928,6.965652607,38.07389395,1,1
70.46436548,52.23858463,11.50115834,28.38985923,0,0
56.40143859,42.14561924,9.16761119,36.62716055,2,0
77.46253566,44.36616266,7.739861322,22.96592495,0,0
76.45484181,44.03037497,9.099974284,32.92952101,0,0
91.63254723,50.71471547,12.51429843,26.31614932,0,0
66.92221765,58.662575,8.929329826,22.92366404,2,0
72.19150328,61.15650073,10.71690724,31.09267021,0,1
72.49383684,53.19025551,8.538087449,35.04735894,0,0
85.7745328,52.50422237,11.5158437,25.77529281,0,0
69.04704468,40.99471133,11.37101548,22.5049202,1,0
72.79021526,47.286631,13.69721767,29.54077618,0,0
76.0789651,46.06108124,9.648872109,29.56282336,2,0
71.86609123,46.89576201,11.33730961,32.74159814,2,1
65.53566385,49.15928091,10.19613508,34.74797286,1,0
71.94089993,47.63954711,12.59174356,29.70292409,2,0
80.7363175,40.10350095,8.562335225,39.27751657,2,0
59.73484701,53.73955128,11.49001063,31.12117372,1,0
71.32969674,44.63628487,9.610605408,28.26786747,0,0
62.99879185,51.19623432,9.871623646,21.9421632,1,0
81.95046629,60.37041335,10.18350497,28.6867024,0,1
54.76813095,45.40307704,10.50448079,28.31806527,0,0
64.41078153,37.34856239,9.767541914,34.80152398,2,0
73.77211875,48.56997889,10.42942637,32.31241812,1,1
85.65524029,55.50479817,13.15623612,24.10315439,2,0
69.34249739,59.79173727,11.97089937,30.86127193,2,0
64.44800473,43.85225203,11.73830918,33.35765586,0,0
88.81157069,52.48349612,9.088920948,37.6401568,2,1
55.519861,47.67344772,8.221518344,34.43751984,1,1
48.01194043,49.47025823,11.91060112,33.80423327,2,0
74.4001445,63.22171674,11.75209359,30.30042997,2,0
64.97945776,42.48514836,12.94534135,31.94156003,0,0
59.78767183,51.26869831,8.792038748,36.2475245,1,1
77.08356447,52.33846586,9.540902689,23.33611301,2,0
72.43800714,55.42893162,6.721031675,28.25280336,0,0
64.35921369,50.48991577,9.215057788,26.13715626,2,0
57.19695601,51.5402527,11.99314102,31.89576559,1,0
78.72457328,48.04175716,9.067009242,36.15111088,2,0
76.50201178,51.34563471,11.28095959,27.01512857,2,0
69.00824136,48.28403862,9.618993788,18.04847816,0,1
88.46636996,53.10785945,10.64811406,27.93889627,2,0
59.29915234,48.15194832,7.70461722,34.56736866,0,0
54.74474829,51.88550197,10.1704189,32.68814951,1,0
63.0809193,49.85368593,4.017728058,32.14093124,2,0
69.54413984,55.63025125,9.626207684,28.60003349,1,0
72.43339449,49.74303138,6.739053513,23.60484632,1,0
67.58763942,41.13483766,12.41198903,32.57647161,2,0
73.52055397,56.3096075,11.55481471,25.82859095,0,1
57.48460576,45.4713385,10.93334196,40.92048367,1,0
84.43764604,46.73116831,13.04201245,32.85253604,1,0
69.17848822,47.02169353,8.102166958,27.09675849,2,0
81.17295832,56.87219047,13.4947264,26.94307376,2,0
73.42725346,39.32162893,11.86438313,29.53527897,2,0
74.56753219,65.68874267,9.526889426,28.80249039,2,1
75.6976728,55.28028405,12.27124029,35.58416888,2,0
74.4770856,51.11619457,7.787412975,30.93208085,2,0
76.4272276,49.72553,8.350971677,26.34184131,0,0
83.2915253,51.42777037,8.782820554,39.45220343,1,1
71.9652117,52.60561214,8.942044584,30.24654166,0,0
77.09003758,53.22607793,7.886884714,33.84419838,0,1
69.10264306,52.77802233,12.44616613,26.95886746,2,0
84.40117215,50.44790341,9.482291199,31.81557814,1,0
63.23607698,49.0133079,10.70500994,31.55554996,0,0
88.00940433,49.24363358,8.859297267,20.55175354,2,0
69.59842049,49.0254586,6.358793399,40.07637555,2,0
55.69224898,55.66885048,10.54011472,36.4532223,1,0
71.28104415,52.96778361,6.175490049,28.01402342,0,0
63.18948343,35.29805683,9.862731908,24.4886513,0,1
78.40643549,53.27950388,7.263369922,31.73780807,0,1
63.47376021,50.97368097,13.974552,30.4334885,2,0
65.53816567,49.90645622,11.82272544,31.77834474,1,0
51.10459269,48.05740773,10.21150758,30.95788698,1,0
65.47693681,55.6205636,12.52741336,32.53120495,0,0
45.76120673,54.73763231,8.307368045,37.2365285,2,0
54.16097177,46.13561166,11.08695876,32.84051603,0,0
77.60414656,52.03526144,10.39962087,24.75172251,1,0
77.85800159,45.14171633,10.52804016,36.81281426,2,0
74.25457562,43.10190918,12.544707,38.20307282,0,0
60.33023857,46.86641388,11.46498421,45.76028367,0,1
69.52288644,54.31196736,10.57744733,24.38252983,2,1
69.96397461,54.76562523,6.690225128,31.21441007,1,1
58.41635311,52.5654271,8.079907409,19.58950648,2,0
85.03398302,53.62547893,9.754582133,32.76574578,0,0
78.77362291,52.58089144,10.18674475,27.25899851,0,0
67.79035826,46.79259202,7.739592551,39.61722897,0,0
70.26885839,52.15961272,14.82335335,26.12692515,0,0
72.08382808,54.00204763,13.03278811,21.55408481,1,0
49.58265132,53.77145665,11.20423664,27.6436813,1,0
67.52822617,55.94456686,10.14407372,20.12256114,0,1
63.18015752,53.54151924,9.57558206,33.75549727,1,0
59.9837999,51.75724104,8.09616308,19.67458477,1,1
67.18899707,55.35075119,10.15496104,30.14228791,1,1
